id,title,release_date,genres,poster_path,backdrop_path,vote_average,runtime,overview,tagline,original_language
1032892,In the Blink of an Eye,2026-01-26,"[{'name': 'Science Fiction'}, {'name': 'Drama'}]",/fT5smsfEg6rTExIrb0B1Xasr1Lx.jpg,/uM5i623wwNfoGD97iwwQWQ7GlZL.jpg,5.8,94,"Trzy historie, obejmujące tysiące lat, przeplatają się i tworzą opowieść o nadziei, więzi i cyklu życia.",,en
712,Four Weddings and a Funeral,1994-03-09,"[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Romance'}]",/7Y7JhlquGX4audMOK6nT4ykoIeB.jpg,/ejFaHWnDP29z7ePw2cJVOsWvOvH.jpg,6.8,117,"Chociaż jest przystojny i czarujący, admirowany przez wiele kobiet, 32-letni londyńczyk Charles (Hugh Grant) nie potrafi się zaangażować. Im więcej widzi przyjaciół wpadających w sidła związków małżeńskich, tym mniej ma ochotę sam pójść w ich ślady. Wszystko się zmienia, gdy na jednym z weselnych przyjęć Charles poznaje piękną i niezależną Amerykankę Carrie (Andie MacDowell). Oczarowany Charles zaczyna ją adorować, by wkrótce przekonać się, że ona także jest gotowa na poważny związek... tyle, że z kimś innym!",,en
699,For Your Eyes Only,1981-06-24,"[{'name': 'Adventure'}, {'name': 'Action'}, {'name': 'Thriller'}]",/fbkrKjMK8aWgJob7dELQs5uMVNz.jpg,/z7Jp7HAsY7MqXzPYzTjJnmOQk2r.jpg,6.5,127,"U wybrzeży Grecji przypadkowo zostaje zatopiony statek szpiegowski. Wraz z nim na dno idzie supertajne urządzenie kodowe, które służy do sterowania rakietami umieszczonymi na okrętach podwodnych. Istnieje obawa, że zdobędzie je radziecki wywiad. James Bond (Roger Moore) ma wydostać maszynę z głębin. Brytyjski archeolog, który miał ustalić położenie wraku, zostaje zamordowany w tajemniczych okolicznościach. Córka naukowca, Melna Havelock (Carole Bouquet), pragnie pomścić jego śmierć. Przyłącza się więc do agenta 007, który próbuje wytropić mordercę i dowiedzieć się, kim są jego mocodawcy. Śledztwo wiedzie ich kolejno do Hiszpanii, włoskiego kurortu narciarskiego Cortna d'Ampezzo i na wyspę Korfu.",,en
710,GoldenEye,1995-11-16,"[{'name': 'Adventure'}, {'name': 'Action'}, {'name': 'Thriller'}]",/a2WSO0WgcmJik3GaXXZbrrkPxXa.jpg,/fIWsCpYR9iGDMSbMTSAzy8L7Kg5.jpg,6.9,130,"James Bond triumfalnie powraca w przygodach, które jak nigdy dotąd łączą w sobie porywającą akcję, mrożące krew w żyłach popisy kaskaderskie i specyficzny humor. W roli super agenta 007 debiutuje Pierce Brosnan, któremu towarzyszą dwie piękne kobiety Izabella Scorupco i Famke Janssen.  Bond ma nowego, śmiertelnego wroga, z którym musi się zmierzyć w swej misji. Jego perfidny przeciwnik kradnie ściśle tajny helikopter i najnowszą Sowiecką broń zwaną ""GoldenEye"", przy pomocy której chce zniszczyć cały zachodni świat. Tylko James Bond może zapobiec nieszczęściu.",,en
707,A View to a Kill,1985-05-24,"[{'name': 'Adventure'}, {'name': 'Action'}, {'name': 'Thriller'}]",/x3jgHt1CcaVCUAoQdKROhONl7Ko.jpg,/hvGWyyC8wER1I8ExSXNtFBs7Mgd.jpg,6.3,131,"W filmie, w którym Roger Moore żegna się z postacią Bonda, agent musi stawić czoła aż dwóm śmiertelnie niebezpiecznym przeciwnikom: niezwykle inteligentnemu Max'owi Zorin'owi - efektowi nazistowskich doświadczeń genetycznych, w rolę którego wcielił się Christopher Walken i jego pięknej acz kontrowersyjnej towarzyszce May Day wspaniale zagranej przez Grace Jones.  Akcja ""Zabójczego widoku"" rozpoczyna się w arktycznej Rosji i obfituje w mrożące krew w żyłach pościgi na skuterach śnieżnych, nartach i szaleńcze loty helikopterów. Bond jest ratowany przez piękną agentkę Tajnych Służb Kimberley Jones, która pojawia się jakby wprost spod lodu. Następnie przenosimy się do Paryża, gdzie May Day dokonuje spektakularnego wyczynu skacząc ze spadochronem z Wieży Eiffle'a, scena finałowa natomiast rozgrywa się na szczycie słynnego mostu Golden Gate w San Francisco i stanowi prawdziwie ""Zabójczy widok"".",,en
82633,Lawless,2012-08-29,"[{'name': 'Crime'}, {'name': 'Drama'}, {'name': 'Western'}]",/lDX28ivQktCBmjV8fkC9VkdM4Nj.jpg,/6zTqEmFWlmmPPY907qwvv9WQBUm.jpg,7.1,115,"Ameryka czasów prohibicji. Bracia Bondurant, podobnie jak wszyscy w ich okolicy, żyją z nielegalnej produkcji alkoholu. Są powszechnie znani ze swej odwagi i nieustępliwości. Interes idzie dobrze, dopóki z Chicago nie przybywa agent specjalny Charlie Rakes będący na usługach skorumpowanego prokuratora. Ogłasza on, że wszyscy producenci alkoholu muszą płacić wysokie łapówki. Bracia Bondurant nie uznają propozycji nie do odrzucenia i jako jedyni odmawiają. W okolicy wybucha krwawa wojna.",Niebezpieczny. Mocny. Nielegalny,en
1327819,Hoppers,2026-03-04,"[{'name': 'Adventure'}, {'name': 'Animation'}, {'name': 'Comedy'}, {'name': 'Family'}, {'name': 'Science Fiction'}]",/21O1zUHuxMoQQin78P14B8VYEbK.jpg,/3Jj0A10NVu2dWnoEL5t5oT79L1Y.jpg,8.2,105,"A gdybyśmy tak mogli rozmawiać ze zwierzętami i rozumieli, co mówią? Nowy film Disneya i Pixara ""Hopnięci"" opowiada historię naukowców, którzy wynaleźli hopnozę - technologię przeszczepiania ludzkiej świadomości zwierzętopodobnym robotom w celu poznania świata prawdziwych zwierząt! Główna bohaterka, Mabel, wielka miłośniczka przyrody, korzysta ze sposobności i dzięki hopnozie odkrywa tajemnice Matki Natury, o jakie nawet jej nie podejrzewała!",Zachowuj się naturalnie.,en
703,Annie Hall,1977-04-19,"[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Romance'}]",/dEtjPywhDbAXYjoFfhBC4U9unU7.jpg,/8n9dYsTbXTykzm2Nuy7R2ftapXQ.jpg,7.7,93,"Alvy Singer występuje w telewizji jako komik. Jego życie prywatne wcale nie jest tak zabawne, jak jego praca. Porzuciła go właśnie ukochana Annie. W retrospekcjach Alvy rozważa przyczyny rozstania, wspomina swoje dwa nieudane małżeństwa i trudne dzieciństwo.",Neurotyczny romans,en
709,Licence to Kill,1989-06-13,"[{'name': 'Adventure'}, {'name': 'Action'}, {'name': 'Thriller'}]",/lInq6LPmOBqjpRC9IffG26pcX8j.jpg,/542y97Wv0i01MVpzzaNNHUAvplA.jpg,6.4,133,"Drugi film z Timothy Daltonem w roli super agenta 007. Na skutek konfliktu z potentatem narkotykowym Franzem Sanchezem (Robert Davi) ginie przyjaciel James Bonda - Felix Leiter (David Hedison). Bond rezygnuje ze swej pozycji w Tajnych Służbach Jej Królewskiej Mości, by dokonać zemsty na zabójcach przyjaciela. W towarzystwie pięknej partnerki (Carey Lowell) rozpoczyna pościg za Sanchezem.",,en
708,The Living Daylights,1987-06-29,"[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Thriller'}]",/vHxxNI1Deh3YJvvCyRrRS0wPEL5.jpg,/ebaq0ecL1Tu39rIExfHwE4ToFl2.jpg,6.5,130,"Timothy Dalton, debiutuje w piętnastym filmie o przygodach brytyjskiego szpiega. Tym razem agent musi sprostać wyjątkowo wymagającemu zadaniu. Ma za zadanie odkryć prawdziwe oblicze i zamiary pojmanego przez wywiad generała Koskowa oraz pięknej wiolonczelistki. Leonid Puszkin staje się jego sprzymierzeńcem, a akcja filmu przenosi Jamesa Bonda do Afganistanu, gdzie wraz z przywódcą ruchu oporu Kamran Shahem zamierzają wyeliminować Koskowa z gry.",,en
664280,David Attenborough: A Life on Our Planet,2020-09-28,"[{'name': 'Documentary'}, {'name': 'Drama'}]",/zSKwyUDKDHiFU5syTTvQRDcGBPS.jpg,/hHL4pwGzYS4njLpXhIjfc9skAQJ.jpg,8.4,83,"Legendarny narrator wspomina swoje życie i opowiada o ewolucji życia na Ziemi, ubolewając nad zanikiem dzikiej przyrody i dzieląc się swoją wizją przyszłości.",,en
8914,Deep Blue Sea,1999-07-28,"[{'name': 'Action'}, {'name': 'Horror'}, {'name': 'Science Fiction'}]",/yvOUbqN8n4TOTS205iSTXLd8wcK.jpg,/bdDTda15ZPbNumwkKa9eH9RplIe.jpg,6.0,105,"Dr. Susan McAlester eksperymentuje z kodem genetycznym najdoskonalszych ze znanych naturze drapieżników, rekinów. Ma nadzieję, że uda jej się znaleźć lekarstwo na chorobę Alzheimera. Prowadzone w podwodnym laboratorium eksperymenty wymykają się jednak spod kontroli i naukowcy musza stawić czoła potworom, które dorównują człowiekowi sprytem, przewyższają go za to szybkością i bezwzględnością.",Strach ma wielkie zęby.,en
702,A Streetcar Named Desire,1951-09-18,"[{'name': 'Drama'}, {'name': 'Thriller'}]",/xhAwIDejxTePGEb6gixDT0p2tzF.jpg,/or90vNrOVnYwi07fYYpQ3pbnjxP.jpg,7.6,125,"Historia Blanche Dubois (Vivien Leigh), kobiety niezwykle delikatnej, znerwicowanej, szukającej swojego miejsca na świecie. Blanche pewnego dnia przybywa do Nowego Orleanu, aby odwiedzić swoją siostrę Stellę (Kim Hunter). Ma zamiar mieszkać u niej przez pewien czas, z czego nie jest zadowolony mąż Stelli, Stanley (Marlon Brando), człowiek gwałtowny i nieobliczalny. Konfrontacja kompletnie przeciwstawnych charakterów Stanleya i Blanche oraz ciągłe emocjonalne napięcie prowadzą do kłótni, awantur i wybuchów furii. W to wszystko wmieszane są jeszcze problemy majątkowe i miłosne...",,en
25284,The Last Seduction,1994-05-26,"[{'name': 'Thriller'}, {'name': 'Crime'}, {'name': 'Romance'}, {'name': 'Drama'}]",/kK8IiJDkz2Tv6DwaK60vJVHKH85.jpg,/8KbWuuthHkS7U1wntWCrgo36igG.jpg,6.7,110,"Bridget Gregory (Linda Fiorentino) to piękna, inteligentna żona lekarza, Claya (Bill Pullman). Wydawać by się mogło, że kobieta ma wszystko czego pragnie. To jednak tylko pozory. Namawia ona męża do sprzedaży kokainy dilerom narkotyków, po czym ucieka z pieniędzmi i ukrywa się w małym miasteczku. Porzucony Clay nie daje jednak za wygraną i wynajmuje detektywów, którzy mają odszukać małżonkę. Tymczasem przebiegłej Bridget udaje się zauroczyć naiwnego mężczyznę z prowincji, przy pomocy którego planuje pozbyć się męża.",,en
714,Tomorrow Never Dies,1997-12-11,"[{'name': 'Adventure'}, {'name': 'Action'}, {'name': 'Thriller'}]",/n5HDVbzYP15UOBpPq5iIWPzSQdm.jpg,/fesAgiKA0pc04vScDTAQe1f9nd4.jpg,6.4,119,"Pierce Brosnan po raz wtóry wciela się w rolę agenta 007 w tej spektakularnej przygodzie pełnej brawurowych wyczynów i niesamowitych elektronicznych gadżetów.  Niepokonany James Bond musi zapobiec olbrzymiej katastrofie. Ktoś podburza światowe mocarstwa przeciw sobie, co może doprowadzić do wybuchu III Wojny Światowej. 007 wpada na ślad prawdziwego przestępczego geniusza. Elliot Carver (Jonathan Pryce) - właściciel globalnego imperium medialnego manipuluje światowymi wydarzeniami. W walce z terrorystą pomagają Bondowi jak zwykle piękne kobiety - żona Elliota (Teri Hatcher) i bezwzględna chińska agentka Wai Lin (Michelle Yeoh).",,en
8920,Garfield,2004-06-10,"[{'name': 'Comedy'}, {'name': 'Family'}]",/mtSMCzs91a6rtnh4vSa78KC2cHr.jpg,/r8Vk1PJ7eDwRKDZJOS4AKC7puK3.jpg,5.7,80,"Życie Garfielda jest wspaniałe. Tylko je, śpi, i to wszystko. Jego właściciel, Jon Arbuckle, pewnego dnia kupuję szczeniaka wabiącego się Odie, i tym samym życie Garfielda wymyka się spod jego kontroli. Od tej chwili pragnie tylko jednego: wykurzyć Odiego z domu i tym samym ze swojego życia. Jednej nocy szczeniak zostaje porwany, a Garfield, chyba po raz pierwszy w życiu, czuję się choć trochę odpowiedzialny za to co się stało",Przygotuj się na ostrą jazdę.,en
1057491,Naughty,2023-02-14,[{'name': 'Drama'}],/jwiOLowx6Imh7yinhEzmf68pDjx.jpg,/dXL1hXpFe3ZM3XQ4KnIAxBdrgHJ.jpg,6.3,109,,,ru
8916,Antz,1998-10-02,"[{'name': 'Animation'}, {'name': 'Comedy'}, {'name': 'Family'}]",/wxlvCKb8YTCxtstYGdO0H96Y5vw.jpg,/i4NvcHeYeAdLEFiLxEVvUA3BT0.jpg,6.2,83,"Film animowany, którego akcja toczy się wśród mrówek żyjących w nowojorskim Central Parku. Bohaterem głównym jest osobnik - indywidualista, broniący swej niezależności duchowej w środowisku, w którym liczą się jedynie interesy zbiorowości. Indywidualista marzy o mrówce - księżniczce, ta go lekceważy.",,en
8913,Pet Sematary,1989-04-21,[{'name': 'Horror'}],/8ZtH1V4rhrtP53ezlEWrCaMALXF.jpg,/xWq3T9P4NU2pTdZ3hXFygsNnAq4.jpg,6.7,103,"Louis (Dale Midkiff) i Rachel (Denise Crosby) wspólnie z dwójką swoich małych dzieci - Ellie (Blaze Berdahl) i Gage (Miko Hughes) - przeprowadzają się do małej wioski w stanie Maine. Pewnego dnia, ginie pod kołami rozpędzonego samochodu ukochany kot Ellie. Louis postanawia, pochować go na pobliskim cmentarzu dla zwierząt, na którym wiele lat temu grzebali swoich zmarłych Indianie z plemienia Micmaców. Po pewnym czasie, ukochany kot dziewczynki wraca do domu i zaczyna dziwnie się zachowywać.",Czasami lepiej być martwym...,en
877269,Strange World,2022-11-23,"[{'name': 'Animation'}, {'name': 'Family'}, {'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Science Fiction'}]",/g1XPVsaPW5nGIzIwznuk6p81Na6.jpg,/5wDBVictj4wUYZ31gR5WzCM9dLD.jpg,6.2,102,"Oryginalna, pełna akcji produkcja wytwórni Walt Disney Animation Studios, „Dziwny świat”, opowiada o legendarnej rodzinie odkrywców o nazwisku Klan, która trafia do niezbadanej, zdradzieckiej krainy wraz z dziwną paczką do której należą psotna klucha, trójnogi psem i liczne wygłodniałe stworzenia. (opis dystrybutora)",,en
516806,Last Sentinel,2023-03-17,"[{'name': 'Science Fiction'}, {'name': 'Thriller'}]",/1n7rN3Ck1N9RoBlxF9KAX6hi3Dy.jpg,/lpARmzSzhb1g5wWpXjrldpAL3ew.jpg,5.3,112,"Wstrząsająca wizja Ziemi w niezbyt odległej przyszłości… Globalna populacja wzrosła do niezrównoważonego poziomu, a zapotrzebowanie na zasoby naturalne osiąga poziom krytyczny. Ostatni oddział wojska czeka na ewakuację z Ziemi do nowego, bezpiecznego miejsca.",,en
8909,Wanted,2008-06-19,"[{'name': 'Action'}, {'name': 'Thriller'}, {'name': 'Crime'}]",/yc81v8FTxXuPbg9teOshfg43xtM.jpg,/vjwuT8EzWY96W6nrJKZNI2WJU87.jpg,6.5,110,"Młody mężczyzna (James McAvoy) dowiaduje się, że jego zaginiony ojciec w rzeczywistości jest zawodowym zabójcą. Kiedy ojciec zostaje zamordowany, syn zostaje zwerbowany do organizacji, która wyszkoliła jego ojca. Dostaje nauczyciela o imieniu Sloan (Morgan Freeman). Pod jego okiem chłopak przechodzi trening, który ma sprawić, że zajmie miejsce swojego ojca.",,en
17111,Shutter,2004-09-09,"[{'name': 'Horror'}, {'name': 'Mystery'}, {'name': 'Thriller'}]",/c73npKeocy779c6zmXjkfJehV2Q.jpg,/cX48taTcXP2oGXPvka8QFa4f4Qb.jpg,7.3,92,"Pewnego wieczoru młody fotograf Tun wracając samochodem ze swoją dziewczyną Jane z podmiejskiego przyjęcia, na pustej drodze potrąca kobietę. Przerażeni uciekają z miejsca wypadku. Próbują zapomnieć o feralnej nocy, ale wkrótce okaże się, że przed przeszłością nie da się uciec. Nocami Jane prześladują koszmary, a Tun zaczyna dostrzegać na swych zdjęciach dziwne, rozmazane postacie. W tajemniczych okolicznościach zaczynają ginąć ich najbliżsi. Tun i Jane muszą znaleźć odpowiedź na pytanie kto lub co pojawia się na zdjęciach, bo wkrótce może być za późno.",,th
8922,Jeepers Creepers,2001-07-01,[{'name': 'Horror'}],/v9j829CkUvk3hxZ6SDDS7HgKSaZ.jpg,/m0yTFeh8vrsMP0fQDdYGSh4xthX.jpg,6.5,90,"Co dwadzieścia trzy lata w małym miasteczku na południu Stanów powtarza się ten sam koszmar. Ludzie znikają bez śladu, by nigdy nie powrócić. Każdy modli się, by nie być następnym. Rodzeństwo Trish (Gina Philips) i Darry (Justin Long) jadą samochodem do domu na ferie. Na pustej drodze dogania ich dziwna, stara ciężarówka o ciemnych szybach, która próbuje ich zepchnąć z drogi. Po chwili napastnik znika za zakrętem. Ale kilka kilometrów dalej będzie już na nich czekał. A okoliczni mieszkańcy wiedzą, że nikt mu jeszcze nie uciekł - szczególnie, gdy był bardzo głodny.",,en
639720,IF,2024-05-08,"[{'name': 'Comedy'}, {'name': 'Fantasy'}, {'name': 'Family'}]",/qzSyihNAh4apUoUNOVv6MhsGfKy.jpg,/nxxCPRGTzxUH8SFMrIsvMmdxHti.jpg,6.9,104,"Historia dziewczynki, która odkrywa, że może zobaczyć wyimaginowanych przyjaciół wszystkich, których zna. Co robi z tą supermocą? Wyruszy w magiczną przygodę, aby połączyć zapomniane istoty fantastyczne z tymi, dla których są ważne.",,en
508642,Gonjiam: Haunted Asylum,2018-03-28,"[{'name': 'Horror'}, {'name': 'Mystery'}]",/KPrZ8lbgbMD7gr1pkMKoNbtcCK.jpg,/x1j5VVU4ypEx1hM0PDYGwCJvwtS.jpg,7.3,95,"Ekipa programu ""Horror Times"" chce nakręcić swój kolejny materiał ze szpitala psychiatrycznego, okrzykniętego mianem jednego z najstraszniejszych miejsc na świecie. Kiedy wchodzą w głąb budynku, sprawy zaczynają wymykać się spod kontroli.",,ko
82654,Warm Bodies,2013-01-31,"[{'name': 'Horror'}, {'name': 'Comedy'}, {'name': 'Romance'}]",/eVHRBm9PrCkpl6asOGc5TUcfBz6.jpg,/iNl1i8OJAaCf3ElkOPI9ud6CuXB.jpg,6.5,97,"Wydawać by się mogło, że w świecie, w którym umarli powstają z grobów, a słowa „życie” i „śmierć” tracą swoje znaczenie, nie ma już miejsca na miłość. Nic bardziej mylnego! Pewnego dnia córka wojskowego odpowiedzialnego za eksterminację nieumarłych spotyka niezwykle przystojnego R. Między obojgiem od razu zaczyna iskrzyć. Nie ma tu żadnego znaczenia, że serce chłopaka już od dawna… nie bije. Ich miłość jest z jednej strony skazana na niepowodzenie, ale z drugiej daje szansę, na zbudowanie mostu między życiem i śmiercią. Dzięki nim może zakończyć się konflikt między ludźmi i martwymi.",Nie umrze z miłości nawet gdyby chciał.,en
8923,Green Street Hooligans,2005-09-09,"[{'name': 'Crime'}, {'name': 'Drama'}]",/ge15i5WEPvAgGstVV2UmW0yDNBK.jpg,/isRzCN0ATsZ4CdBf6CSGA2ruclW.jpg,7.3,109,"Utalentowany student Harvardu - Matt (Elijah Wood) niesłusznie zostaje wyrzucony z uczelni. Ucieka do Londynu, do siostry, aby zerwać z przeszłością. Tam poznaje Pete'a (Charlie Hunnam) - chłopaka, który wprowadza go w świat najzagorzalszych fanów ekipy drużyny piłkarskiej Wkrótce Matt pozna smak euforii szalejącego tłumu podczas meczu oraz bezwzględne reguły gry obowiązujące w ekipie ""Hooligans"", do której należy. Czy będzie miał dość sił, by się tym regułom przeciwstawić?",Nienawiść jest porażająca.,en
752,V for Vendetta,2006-02-23,"[{'name': 'Action'}, {'name': 'Thriller'}, {'name': 'Science Fiction'}]",/odJg4f5NPOyuW7prOsJZXlTGvkU.jpg,/sFEYsEfzTx7hhjetlNrme8B5OUo.jpg,7.9,132,"2020 rok. W Anglii władzę sprawuje totalitarny rząd, który terroryzuje społeczeństwo. Tylko jeden człowiek ośmiela się wypowiedzieć wojnę reżimowi. To tajemniczy mściciel w masce, znany jako V. Mężczyzna dokonuje zamachów terrorystycznych, koncentrując się głównie na ośrodkach przekazu i budynkach rządowych. Pewnego dnia V uwalnia z rąk skorumpowanych stróżów prawa Evey Hammond. Ona jako pierwsza odkrywa, że V nie jest żadnym terrorystą, ale człowiekiem, który uosabia idee zapomniane przez zmanipulowane społeczeństwo.",Wolność na zawsze.,en
74465,We Bought a Zoo,2011-11-26,"[{'name': 'Drama'}, {'name': 'Comedy'}, {'name': 'Family'}]",/paeQL0outWNcL5lzJuBD7wWXw8E.jpg,/3epmRoQFyUpLATk1JKgnKKQp0kM.jpg,6.8,124,"Matt Damon tworzy niezapomnianą, poruszającą serce kreację w inspirowanym prawdziwą historią filmie, w reżyserii uznanego twórcy Camerona Crowe'a. Damon wciela się w postać Benjamina Mee, borykającego się z trudnościami samotnego ojca, który dochodzi do wniosku, że jego rodzinie potrzebna jest radykalna zmiana i nowy start. Porzuca życie w mieście i wraz z dziećmi przeprowadza się do najbardziej niezwykłego miejsca: jest to podupadłe zoo ze stadkiem biednych, egzotycznych zwierząt, któremu Ben chce przywrócić dawną świetność. Przedtem jednak musi poradzić sobie z uciekającymi wężami, niedźwiedziem w depresji i chorym tygrysem. Dzięki pomocy dzielnej i zaradnej kierowniczki zoo Kelly (Scarlett Johansson) Ben  i jego dzieci mogą cieszyć się perspektywą wielkiego otwarcia, chyba że przeszkodzi im w tym złośliwy inspektor ds. opieki nad zwierzętami...",,en
746,The Last Emperor,1987-10-04,"[{'name': 'Drama'}, {'name': 'History'}]",/q3yZNv7KKUxhpXsqGwAETcbMTGZ.jpg,/k29qVmwWwR0i5A1UMIws1Vmv6hV.jpg,7.6,163,"Rok 1950. Po nieudanym samobójstwie, w czasie śledztwa były cesarz Chin Pu Yi opowiada historię swojego burzliwego życia. Wszystko rozpoczyna się w 1908 roku, kiedy trzyletni Pu Yi trafia do Zakazanego Miasta, siedziby chińskich cesarzy, by objąć tron władcy. Jest ostatnim z dynastii Ching, panującej od trzech tysięcy lat. Już trzy lata później monarchia staje się republiką, a władza Pu Yi ogranicza się do Zakazanego Miasta. Młody władca dorasta w zamkniętym świecie. W 1929 roku na dwór przybywa angielski nauczyciel by przekazać wiedzę o świecie młodemu Pu Yi...",,en
747,Shaun of the Dead,2004-04-09,"[{'name': 'Horror'}, {'name': 'Comedy'}]",/yw574ZEM4yGT67ogOlfLF4CcsZL.jpg,/wb34q3VgzHgL8frVMywrN3wXmqx.jpg,7.5,95,"Shaun ma prawie trzydziestkę i żadnego konkretnego celu w życiu. Wydaje się, że więcej uwagi poświęca swoim kumplom, nieudacznikom podobnym do niego, z którymi dzieli także mieszkanie, niż swojej narzeczonej Liz. Wkrótce nadejdzie jednak chwila, w której Shawn zrozumie jak wiele znaczy dla niego jego Liz. Stanie się tak za sprawą zombie, które pewnego dnia pojawią się w Londynie.","Czy nie czujesz czasami, że otaczają cię zombie?",en
744,Top Gun,1986-05-16,"[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Romance'}]",/2ej8kqyU1qiymGy63Zptkd6cIwl.jpg,/dBgxEkWe17R0AJDAvAhpeVELQx2.jpg,7.1,110,"Kasowy szlagier filmowy, brawurowo łączący dynamiczną akcję, romans, przebojową muzykę oraz imponujące, zapierające dech w piersiach zdjęcia powietrznych akrobacji. Miarą sukcesu filmu były nie tylko pełne kina, ale i rekordowa liczba chętnych do służby w marynarce. Szkoła lotnictwa marynarki to wylęgarnia młodych orłów. Jeden z nich to „Maverick"" Michaell (Tom Cruise), szalony i ambitny pilot, gotowy na wszystko, by być najlepszym. Pomaga mu w tym piękna instruktorka (Kelly McGillis), a lekcje z nią wkrótce przenoszą się poza klasę.",Najlepsi z najlepszych.,en
107257,A Perfect Ending,2012-06-01,"[{'name': 'Drama'}, {'name': 'Romance'}]",/mjwWEwE1xdbtFGCOgeXi5jvQnOU.jpg,/vGjUCw8pKjYi1dq2hwC5kdqkLhs.jpg,6.2,110,,,en
754,Face/Off,1997-06-27,"[{'name': 'Action'}, {'name': 'Crime'}, {'name': 'Science Fiction'}]",/8njwYSsSiOKzmrVAWCAxVVdiePp.jpg,/tsSWHgaFlzzkp3o976juBZbmcs2.jpg,7.1,138,"Castor Troy jest terrorystą, który organizuje zamach na wrogiego sobie agenta Seana Archera. Niestety ofiarą zamachu jest kilkuletni synek agenta. Sean bardzo przeżywa jego śmierć. Przestaje interesować się domem, żoną i dorastającą córką. Tymczasem nieuchwytny terrorysta podkłada w centrum Los Angeles bombę. Udaje się go złapać, ale trzeba zlokalizować ładunek. Aby go odnaleźć Sean musi przejąć twarz i osobowość bandyty. Czasu jest mało...","By zlokalizować bombę w centrum Los Angeles, agent Sean Archer przyjmuje tożsamość zabójcy swojego syna.",en
303857,Dragon Ball Z: Resurrection 'F',2015-04-18,"[{'name': 'Action'}, {'name': 'Animation'}, {'name': 'Science Fiction'}]",/ySHbvH5BjIqqEPbPF7CfyTnQV5c.jpg,/usrUizny0dLNJTrrJSxsvu5V0z0.jpg,6.9,93,"Pewnego spokojnego dnia na Ziemi dwie resztki armii Friezy, nazywanych Sorbet i Tagoma, przybywają w poszukiwaniu Smoczych Kul w celu ożywienia Friezy. Udaje im się, a Friez szuka zemsty na Saiyanach.",,ja
745,The Sixth Sense,1999-08-06,"[{'name': 'Mystery'}, {'name': 'Thriller'}, {'name': 'Drama'}]",/8TIFz8j24cvDwptHJiacjCx25gT.jpg,/6TjllWT3cGrPFyqDXurVZ3L8bBi.jpg,8.0,107,"Do domu mieszkającego w Filadelfii psychiatry, dr. Malcolma Crowe i jego żony Anny (Olivia Williams) włamuje się niezrównoważony psychicznie pacjent Vincent Gray, który oskarża doktora o to, że nie potrafił udzielić mu pomocy. Strzela do niego, po czym odbiera sobie życie... Malcolm powoli dochodzi do siebie po zamachu na jego życie. Jego uwagę zwraca przypadek Cole'a Seara, ośmioletniego syna samotnie wychowywanego przez matkę, Lynn. Cole jest niezwykle jak na swój wiek rozwinięty, ma obsesję na punkcie żołnierzyków i cierpi z powodu rozwodu rodziców. Ku swemu zdumieniu Malcolm odkrywa, że chłopiec posiadł tzw. ""szósty zmysł"", potrafi wyobrazić sobie, co zdarzyło się w danym miejscu przed wielu laty, a także widzi i słyszy umarłych.",Nie każdy dar jest błogosławieństwem,en
934632,Rebel Moon - Part Two: The Scargiver,2024-04-19,"[{'name': 'Science Fiction'}, {'name': 'Action'}, {'name': 'Adventure'}]",/mpvE3xPzvDr9uKp0s68SV5FYoUO.jpg,/tpiqEVTLRz2Mq7eLq5DT8jSrp71.jpg,6.1,121,"Gdy buntownicy przygotowują się do walki z bezlitosnymi siłami Macierzy, zadzierzgują się trwałe więzi, objawiają się bohaterowie i rodzą się legendy.",,en
82675,Taken 2,2012-09-27,"[{'name': 'Action'}, {'name': 'Crime'}, {'name': 'Thriller'}]",/wqpm0vwexYZz1oGsgYzNhhHvTKb.jpg,/5M92Rtz6r01HLrN0TMrU8jCbyVm.jpg,6.4,91,"Kilka lat po wydarzeniach, które miały miejsce w Paryżu, emerytowany agent CIA Bryan Mills (Liam Nesson) jest po raz kolejny zmuszony do podjęcia działań, aby chronić swoją rodzinę przed grupą gangsterów. Podczas rodzinnych wakacji w Stambule Bryan wraz z żoną Leonore (Famke Janssen) zostają porwani. Porywacz to Murad Hodża (Rade Šerbedžija), który poszukuje zemsty za torturowanie i zabicie syna Marko. Bryan ponownie będzie musiał wykorzystać zaawansowane techniki sił specjalnych i z pomocą córki Kim (Maggie Grace) walczyć z porywaczami.",Kiedyś porwali mu córkę. Teraz przyszli po niego.,en
